date_order,ord_no,ord_issue_by,site_no,art_no,order_qty,orderv_amt
2022-07-14,ORD001176,นายสมชาย แซ่ลิ้ม,2,5,24.15,1159.2
2022-07-12,ORD001043,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-11,ORD000947,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-12,ORD001044,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-12,ORD001043,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-11,ORD000948,นางสาวอภิชาติ วงศ์สุนทร,4,6,13.8,0
2022-07-12,ORD001039,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-12,ORD001042,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-12,ORD001026,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-11,ORD000949,นางสาวอภิชาติ วงศ์สุนทร,3,6,34.5,0
2022-07-12,ORD001056,นางสาวนภา โชติพงศ์,3,3,-69,0
2022-07-12,ORD001055,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-12,ORD001055,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-07-11,ORD000955,นางสาวอภิชาติ วงศ์สุนทร,4,6,34.5,0
2022-07-12,ORD001052,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-15,ORD001254,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2022-07-15,ORD001254,นายสมชาย แซ่ลิ้ม,2,7,59.8,1913.6
2022-07-12,ORD001052,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-11,ORD000952,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2022-07-12,ORD001041,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-13,ORD001094,นายอาทิตย์ รุ่งเรือง,4,9,23,0
2022-07-14,ORD001170,นายอาทิตย์ รุ่งเรือง,4,3,23,0
2022-07-11,ORD000954,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-14,ORD001169,นายอาทิตย์ รุ่งเรือง,1,3,23,0
2022-07-12,ORD001038,นางสาววรรณา พิพัฒน์วงศ์,1,4,17.25,0
2022-07-12,ORD001054,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-12,ORD001054,นางสาวอภิชาติ วงศ์สุนทร,1,7,29.9,0
2022-07-12,ORD001051,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-07-14,ORD001174,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-12,ORD001051,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-11,ORD000951,นางสาวอภิชาติ วงศ์สุนทร,3,6,34.5,0
2022-07-12,ORD001032,นางสาววรรณา พิพัฒน์วงศ์,3,4,34.5,0
2022-07-12,ORD001051,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-07-14,ORD001175,นางสาววรรณา พิพัฒน์วงศ์,0,8,20.7,0
2022-07-11,ORD000953,นางสาวอภิชาติ วงศ์สุนทร,2,6,13.8,0
2022-07-13,ORD001098,นายอาทิตย์ รุ่งเรือง,2,9,11.5,0
2022-07-12,ORD001053,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-07-15,ORD001254,นายสมชาย แซ่ลิ้ม,2,5,24.15,1159.2
2022-07-12,ORD001035,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-07-15,ORD001206,นายอาทิตย์ รุ่งเรือง,0,6,6.9,0
2022-07-14,ORD001168,นายอาทิตย์ รุ่งเรือง,3,9,34.5,0
2022-07-14,ORD001177,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-14,ORD001178,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-11,ORD000959,นางสาวอภิชาติ วงศ์สุนทร,2,6,13.8,0
2022-07-16,ORD001381,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2022-07-11,ORD000956,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-15,ORD001256,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-14,ORD001177,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-07-11,ORD000958,นางสาวอภิชาติ วงศ์สุนทร,3,6,20.7,0
2022-07-14,ORD001177,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-07-15,ORD001205,นายอาทิตย์ รุ่งเรือง,3,6,13.8,0
2022-07-14,ORD001179,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2022-07-14,ORD001179,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-14,ORD001179,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-14,ORD001178,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-07-14,ORD001178,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-14,ORD001180,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-07-14,ORD001180,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-15,ORD001208,นายสมชาย แซ่ลิ้ม,2,7,29.9,0
2022-07-16,ORD001381,นายสมชาย แซ่ลิ้ม,2,7,59.8,1913.6
2022-07-11,ORD000957,นางสาวอภิชาติ วงศ์สุนทร,4,6,34.5,0
2022-07-14,ORD001180,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-07-15,ORD001207,นายสมชาย แซ่ลิ้ม,2,8,41.4,0
2022-07-15,ORD001208,นายสมชาย แซ่ลิ้ม,2,0,41.4,0
2022-07-17,ORD001403,นายสมชาย แซ่ลิ้ม,2,5,24.15,1159.2
2022-07-17,ORD001403,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2022-07-15,ORD001257,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-12,ORD001058,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-11,ORD000960,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-15,ORD001317,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-12,ORD001059,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-07-11,ORD000962,นางสาวอภิชาติ วงศ์สุนทร,3,6,20.7,0
2022-07-12,ORD001057,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-07-15,ORD001314,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-07-11,ORD000964,นางสาวอภิชาติ วงศ์สุนทร,2,6,27.6,0
2022-07-12,ORD001057,นางสาวอภิชาติ วงศ์สุนทร,3,0,27.6,0
2022-07-15,ORD001314,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-16,ORD001331,นายอาทิตย์ รุ่งเรือง,3,6,6.9,0
2022-07-15,ORD001321,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2022-07-11,ORD000961,นางสาวอภิชาติ วงศ์สุนทร,4,6,20.7,0
2022-07-15,ORD001315,นางสาวอภิชาติ วงศ์สุนทร,0,7,29.9,0
2022-07-15,ORD001315,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-07-15,ORD001316,นางสาวอภิชาติ วงศ์สุนทร,1,7,29.9,0
2022-07-11,ORD000963,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2022-07-16,ORD001332,นายอาทิตย์ รุ่งเรือง,0,3,23,0
2022-07-17,ORD001401,นายอาทิตย์ รุ่งเรือง,2,3,23,0
2022-07-18,ORD001463,นายสมชาย แซ่ลิ้ม,2,5,40.25,1932
2022-07-17,ORD001397,นายอาทิตย์ รุ่งเรือง,3,6,6.9,0
2022-07-17,ORD001399,นายอาทิตย์ รุ่งเรือง,1,3,23,0
2022-07-12,ORD001036,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-07-18,ORD001463,นายสมชาย แซ่ลิ้ม,2,2,23,874
2022-07-11,ORD000968,นางสาวอภิชาติ วงศ์สุนทร,2,6,6.9,0
2022-07-11,ORD000966,นางสาวอภิชาติ วงศ์สุนทร,4,6,20.7,0
2022-07-12,ORD001040,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-17,ORD001400,นายพิชัย เกียรติกุล,1,0,27.6,0
2022-07-12,ORD001037,นางสาววรรณา พิพัฒน์วงศ์,1,4,17.25,0
2022-07-12,ORD001033,นางสาววรรณา พิพัฒน์วงศ์,3,4,34.5,0
2022-07-11,ORD000965,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-11,ORD000967,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2022-07-15,ORD001318,นางสาวอภิชาติ วงศ์สุนทร,3,0,27.6,0
2022-07-17,ORD001398,นายอาทิตย์ รุ่งเรือง,0,9,11.5,0
2022-07-12,ORD001060,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-18,ORD001428,นายพิชัย เกียรติกุล,1,4,34.5,0
2022-07-18,ORD001466,นางสาววรรณา พิพัฒน์วงศ์,1,4,17.25,0
2022-07-11,ORD000973,นางสาวอภิชาติ วงศ์สุนทร,2,6,27.6,0
2022-07-19,ORD001623,นายสมชาย แซ่ลิ้ม,2,7,74.75,2392
2022-07-12,ORD001061,นางสาวอภิชาติ วงศ์สุนทร,3,0,27.6,0
2022-07-18,ORD001499,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2022-07-11,ORD000970,นางสาวอภิชาติ วงศ์สุนทร,4,6,20.7,0
2022-07-15,ORD001319,นางสาวอภิชาติ วงศ์สุนทร,3,0,13.8,0
2022-07-18,ORD001464,นางสาววรรณา พิพัฒน์วงศ์,3,4,34.5,0
2022-07-18,ORD001498,นางสาววรรณา พิพัฒน์วงศ์,3,2,46,0
2022-07-19,ORD001623,นายสมชาย แซ่ลิ้ม,2,2,23,874
2022-07-19,ORD001623,นายสมชาย แซ่ลิ้ม,2,0,124.2,2732.4
2022-07-11,ORD000969,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-19,ORD001623,นายสมชาย แซ่ลิ้ม,2,4,34.5,690
2022-07-19,ORD001625,นายสมชาย แซ่ลิ้ม,2,4,51.75,1035
2022-07-11,ORD000971,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2022-07-12,ORD001062,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-18,ORD001465,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-07-11,ORD000972,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2022-07-18,ORD001503,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-19,ORD001566,นายอาทิตย์ รุ่งเรือง,4,3,23,0
2022-07-19,ORD001624,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-18,ORD001471,นางสาวอภิชาติ วงศ์สุนทร,4,6,27.6,0
2022-07-18,ORD001503,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-07-19,ORD001578,นางสาววรรณา พิพัฒน์วงศ์,2,8,20.7,0
2022-07-18,ORD001502,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-07-20,ORD001714,นายสมชาย แซ่ลิ้ม,2,5,40.25,1932
2022-07-18,ORD001469,นางสาวอภิชาติ วงศ์สุนทร,2,6,55.2,0
2022-07-18,ORD001505,นางสาวอภิชาติ วงศ์สุนทร,2,6,34.5,0
2022-07-20,ORD001714,นายสมชาย แซ่ลิ้ม,2,4,69,1380
2022-07-18,ORD001500,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-19,ORD001575,นางสาววรรณา พิพัฒน์วงศ์,3,2,46,0
2022-07-12,ORD001063,นางสาวอภิชาติ วงศ์สุนทร,3,0,13.8,0
2022-07-18,ORD001504,นางสาวอภิชาติ วงศ์สุนทร,2,0,13.8,0
2022-07-20,ORD001714,นายสมชาย แซ่ลิ้ม,2,0,69,1518
2022-07-18,ORD001467,นางสาวอภิชาติ วงศ์สุนทร,3,6,41.4,0
2022-07-12,ORD001063,นางสาวอภิชาติ วงศ์สุนทร,3,7,14.95,0
2022-07-18,ORD001500,นางสาวอภิชาติ วงศ์สุนทร,3,7,74.75,0
2022-07-18,ORD001470,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-19,ORD001576,นางสาววรรณา พิพัฒน์วงศ์,0,2,23,0
2022-07-12,ORD001064,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-18,ORD001501,นางสาวอภิชาติ วงศ์สุนทร,0,7,29.9,0
2022-07-18,ORD001468,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2022-07-19,ORD001577,นางสาววรรณา พิพัฒน์วงศ์,1,2,23,0
2022-07-12,ORD001065,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-19,ORD001567,นายพิชัย เกียรติกุล,1,4,34.5,0
2022-07-19,ORD001565,นายพิชัย เกียรติกุล,1,8,20.7,0
2022-07-19,ORD001577,นางสาววรรณา พิพัฒน์วงศ์,1,8,20.7,0
2022-07-18,ORD001506,นางสาวอภิชาติ วงศ์สุนทร,2,6,34.5,0
2022-07-20,ORD001677,นายสมชาย แซ่ลิ้ม,2,7,44.85,0
2022-07-21,ORD001746,นายสมชาย แซ่ลิ้ม,2,7,59.8,1554.8
2022-07-18,ORD001476,นางสาวอภิชาติ วงศ์สุนทร,2,6,41.4,0
2022-07-19,ORD001631,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-07-21,ORD001746,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2022-07-19,ORD001604,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-19,ORD001564,นายอาทิตย์ รุ่งเรือง,1,9,11.5,0
2022-07-19,ORD001604,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-20,ORD001716,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2022-07-19,ORD001605,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-07-19,ORD001629,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2022-07-18,ORD001473,นางสาวอภิชาติ วงศ์สุนทร,4,6,27.6,0
2022-07-19,ORD001568,นายอาทิตย์ รุ่งเรือง,4,9,23,0
2022-07-19,ORD001627,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2022-07-18,ORD001475,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2022-07-19,ORD001603,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-19,ORD001630,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-18,ORD001474,นางสาวอภิชาติ วงศ์สุนทร,3,6,41.4,0
2022-07-19,ORD001602,นางสาวอภิชาติ วงศ์สุนทร,3,0,82.8,0
2022-07-19,ORD001632,นางสาวอภิชาติ วงศ์สุนทร,3,0,55.2,0
2022-07-20,ORD001675,นางสาวจารุวรรณ ปรีชากุล,3,0,69,0
2022-07-20,ORD001715,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-19,ORD001569,นายอาทิตย์ รุ่งเรือง,2,9,11.5,0
2022-07-19,ORD001562,นายอาทิตย์ รุ่งเรือง,3,9,11.5,0
2022-07-19,ORD001603,นางสาวอภิชาติ วงศ์สุนทร,0,7,29.9,0
2022-07-19,ORD001602,นางสาวอภิชาติ วงศ์สุนทร,3,7,59.8,0
2022-07-19,ORD001633,นางสาวอภิชาติ วงศ์สุนทร,3,7,59.8,0
2022-07-20,ORD001675,นางสาวจารุวรรณ ปรีชากุล,3,7,74.75,0
2022-07-19,ORD001631,นางสาวอภิชาติ วงศ์สุนทร,2,0,27.6,0
2022-07-21,ORD001746,นายสมชาย แซ่ลิ้ม,2,0,96.6,2125.2
2022-07-18,ORD001472,นางสาวอภิชาติ วงศ์สุนทร,1,6,13.8,0
2022-07-18,ORD001480,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2022-07-19,ORD001609,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-07-20,ORD001676,นายอาทิตย์ รุ่งเรือง,4,9,11.5,0
2022-07-19,ORD001608,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-18,ORD001478,นางสาวอภิชาติ วงศ์สุนทร,4,6,20.7,0
2022-07-19,ORD001609,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-21,ORD001748,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-07-21,ORD001760,นางสาวอภิชาติ วงศ์สุนทร,2,3,46,0
2022-07-22,ORD001925,นายสมชาย แซ่ลิ้ม,2,0,69,1518
2022-07-22,ORD001925,นายสมชาย แซ่ลิ้ม,2,7,74.75,1943.5
2022-07-18,ORD001481,นางสาวอภิชาติ วงศ์สุนทร,2,6,27.6,0
2022-07-18,ORD001507,นางสาวอภิชาติ วงศ์สุนทร,2,6,34.5,0
2022-07-21,ORD001725,นายอาทิตย์ รุ่งเรือง,3,6,20.7,0
2022-07-21,ORD001747,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-07-19,ORD001606,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2022-07-22,ORD001925,นายสมชาย แซ่ลิ้ม,2,2,23,874
2022-07-20,ORD001723,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-07-18,ORD001479,นางสาวอภิชาติ วงศ์สุนทร,3,6,20.7,0
2022-07-19,ORD001606,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-07-20,ORD001674,นายอาทิตย์ รุ่งเรือง,3,9,11.5,0
2022-07-21,ORD001749,นางสาวอภิชาติ วงศ์สุนทร,3,4,17.25,0
2022-07-19,ORD001607,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-18,ORD001477,นางสาวอภิชาติ วงศ์สุนทร,1,6,6.9,0
2022-07-19,ORD001634,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-21,ORD001726,นายอาทิตย์ รุ่งเรือง,1,3,23,0
2022-07-21,ORD001758,นางสาวอภิชาติ วงศ์สุนทร,1,5,16.1,0
2022-07-18,ORD001485,นางสาวอภิชาติ วงศ์สุนทร,1,6,6.9,0
2022-07-20,ORD001721,นางสาวอภิชาติ วงศ์สุนทร,1,4,17.25,0
2022-07-21,ORD001758,นางสาวอภิชาติ วงศ์สุนทร,1,0,27.6,0
2022-07-20,ORD001722,นางสาวอภิชาติ วงศ์สุนทร,4,4,17.25,0
2022-07-21,ORD001752,นางสาวอภิชาติ วงศ์สุนทร,1,9,11.5,0
2022-07-22,ORD001762,นายอาทิตย์ รุ่งเรือง,1,3,23,0
2022-07-22,ORD001924,นางสาวอภิชาติ วงศ์สุนทร,1,2,23,0
2022-07-19,ORD001610,นางสาวอภิชาติ วงศ์สุนทร,3,0,55.2,0
2022-07-21,ORD001750,นางสาวอภิชาติ วงศ์สุนทร,3,9,11.5,0
2022-07-22,ORD001761,นางสาวจารุวรรณ ปรีชากุล,3,0,27.6,0
2022-07-19,ORD001610,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2022-07-20,ORD001717,นางสาววรรณา พิพัฒน์วงศ์,3,4,34.5,0
2022-07-21,ORD001755,นางสาวอภิชาติ วงศ์สุนทร,3,7,74.75,0
2022-07-22,ORD001761,นางสาวจารุวรรณ ปรีชากุล,3,7,29.9,0
2022-07-21,ORD001745,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-19,ORD001612,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-18,ORD001482,นางสาวอภิชาติ วงศ์สุนทร,3,6,27.6,0
2022-07-21,ORD001755,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-07-22,ORD001778,นายสมชาย แซ่ลิ้ม,2,7,44.85,0
2022-07-23,ORD001984,นายสมชาย แซ่ลิ้ม,2,7,74.75,1943.5
2022-07-18,ORD001484,นางสาวอภิชาติ วงศ์สุนทร,2,6,34.5,0
2022-07-18,ORD001508,นางสาวอภิชาติ วงศ์สุนทร,2,6,34.5,0
2022-07-21,ORD001757,นางสาวอภิชาติ วงศ์สุนทร,2,5,16.1,0
2022-07-21,ORD001753,นางสาวอภิชาติ วงศ์สุนทร,4,9,11.5,0
2022-07-22,ORD001773,นายสมชาย แซ่ลิ้ม,2,4,17.25,0
2022-07-22,ORD001923,นางสาวอภิชาติ วงศ์สุนทร,2,8,20.7,0
2022-07-19,ORD001613,นางสาวอภิชาติ วงศ์สุนทร,4,0,27.6,0
2022-07-21,ORD001757,นางสาวอภิชาติ วงศ์สุนทร,2,0,13.8,0
2022-07-22,ORD001778,นายสมชาย แซ่ลิ้ม,2,0,41.4,0
2022-07-21,ORD001759,นางสาวอภิชาติ วงศ์สุนทร,4,5,16.1,0
2022-07-21,ORD001759,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-07-18,ORD001486,นางสาวอภิชาติ วงศ์สุนทร,4,6,13.8,0
2022-07-18,ORD001483,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2022-07-21,ORD001754,นางสาวอภิชาติ วงศ์สุนทร,0,4,17.25,0
2022-07-19,ORD001611,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-19,ORD001611,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-21,ORD001756,นางสาวอภิชาติ วงศ์สุนทร,0,5,16.1,0
2022-07-21,ORD001751,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-07-22,ORD001922,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-07-22,ORD001926,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-19,ORD001614,นางสาวอภิชาติ วงศ์สุนทร,3,0,41.4,0
2022-07-22,ORD001928,นางสาวอภิชาติ วงศ์สุนทร,4,7,14.95,0
2022-07-18,ORD001487,นางสาวอภิชาติ วงศ์สุนทร,4,6,13.8,0
2022-07-20,ORD001720,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-19,ORD001573,นางสาววรรณา พิพัฒน์วงศ์,4,0,13.8,0
2022-07-19,ORD001617,นางสาวอภิชาติ วงศ์สุนทร,4,0,13.8,0
2022-07-18,ORD001490,นางสาวอภิชาติ วงศ์สุนทร,2,6,20.7,0
2022-07-23,ORD001932,นายสมชาย แซ่ลิ้ม,2,7,44.85,0
2022-07-22,ORD001927,นางสาวอภิชาติ วงศ์สุนทร,1,7,14.95,0
2022-07-19,ORD001614,นางสาวอภิชาติ วงศ์สุนทร,3,7,29.9,0
2022-07-22,ORD001918,นางสาวอภิชาติ วงศ์สุนทร,3,7,44.85,0
2022-07-23,ORD001930,นายอาทิตย์ รุ่งเรือง,0,3,23,0
2022-07-22,ORD001918,นางสาวอภิชาติ วงศ์สุนทร,3,5,16.1,0
2022-07-22,ORD001921,นางสาวอภิชาติ วงศ์สุนทร,1,5,8.05,0
2022-07-19,ORD001616,นางสาวอภิชาติ วงศ์สุนทร,1,0,13.8,0
2022-07-22,ORD001920,นางสาวอภิชาติ วงศ์สุนทร,2,0,13.8,0
2022-07-23,ORD001932,นายสมชาย แซ่ลิ้ม,2,0,41.4,0
2022-07-22,ORD001920,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
2022-07-18,ORD001489,นางสาวอภิชาติ วงศ์สุนทร,0,6,13.8,0
2022-07-19,ORD001615,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-22,ORD001929,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-22,ORD001919,นางสาวอภิชาติ วงศ์สุนทร,0,5,8.05,0
2022-07-18,ORD001488,นางสาวอภิชาติ วงศ์สุนทร,3,6,20.7,0
2022-07-24,ORD001993,นายสมชาย แซ่ลิ้ม,2,2,23,874
2022-07-20,ORD001719,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-07-18,ORD001491,นางสาวอภิชาติ วงศ์สุนทร,3,6,13.8,0
2022-07-18,ORD001492,นางสาวอภิชาติ วงศ์สุนทร,0,6,6.9,0
2022-07-18,ORD001495,นางสาวอภิชาติ วงศ์สุนทร,4,6,13.8,0
2022-07-24,ORD001988,นายอาทิตย์ รุ่งเรือง,4,3,23,0
2022-07-25,ORD002081,นายสมชาย แซ่ลิ้ม,2,7,74.75,1943.5
2022-07-18,ORD001493,นางสาวอภิชาติ วงศ์สุนทร,2,6,20.7,0
2022-07-23,ORD001931,นายสมชาย แซ่ลิ้ม,2,8,20.7,0
2022-07-25,ORD002081,นายสมชาย แซ่ลิ้ม,2,2,46,1748
2022-07-18,ORD001494,นางสาวอภิชาติ วงศ์สุนทร,1,6,6.9,0
2022-07-20,ORD001718,นางสาววรรณา พิพัฒน์วงศ์,3,4,17.25,0
2022-07-24,ORD001987,นายพิชัย เกียรติกุล,1,4,17.25,0
2022-07-25,ORD002113,นางสาววรรณา พิพัฒน์วงศ์,1,4,34.5,0
2022-07-25,ORD002111,นางสาววรรณา พิพัฒน์วงศ์,3,4,34.5,0
2022-07-26,ORD002226,นายสมชาย แซ่ลิ้ม,2,7,74.75,1943.5
2022-07-18,ORD001497,นางสาวอภิชาติ วงศ์สุนทร,2,6,6.9,0
2022-07-25,ORD002084,นางสาววรรณา พิพัฒน์วงศ์,2,2,46,0
2022-07-26,ORD002226,นายสมชาย แซ่ลิ้ม,2,2,23,874
2022-07-25,ORD002083,นางสาววรรณา พิพัฒน์วงศ์,4,2,23,0
2022-07-25,ORD002082,นางสาววรรณา พิพัฒน์วงศ์,3,2,23,0
2022-07-18,ORD001496,นางสาวอภิชาติ วงศ์สุนทร,3,6,6.9,0
2022-07-25,ORD002112,นางสาววรรณา พิพัฒน์วงศ์,0,4,17.25,0
2022-07-25,ORD002114,นางสาววรรณา พิพัฒน์วงศ์,4,4,17.25,0
2022-07-25,ORD002078,นายธนพล จิตรสมบูรณ์,4,0,41.4,0
2022-07-26,ORD002157,นายอาทิตย์ รุ่งเรือง,1,3,23,0
2022-07-25,ORD002128,นางสาวอภิชาติ วงศ์สุนทร,4,5,8.05,0
2022-07-26,ORD002158,นายธนพล จิตรสมบูรณ์,4,7,44.85,0
2022-07-25,ORD002128,นางสาวอภิชาติ วงศ์สุนทร,4,0,41.4,0
2022-07-25,ORD002130,นางสาวอภิชาติ วงศ์สุนทร,0,0,13.8,0
2022-07-25,ORD002130,นางสาวอภิชาติ วงศ์สุนทร,0,7,14.95,0
2022-07-26,ORD002222,นางสาววรรณา พิพัฒน์วงศ์,0,2,23,0
2022-07-25,ORD002086,นางสาวอภิชาติ วงศ์สุนทร,0,6,20.7,0
2022-07-25,ORD002117,นางสาวอภิชาติ วงศ์สุนทร,0,9,11.5,0
2022-07-25,ORD002073,นายอาทิตย์ รุ่งเรือง,0,9,11.5,0
2022-07-25,ORD002129,นางสาวอภิชาติ วงศ์สุนทร,3,5,8.05,0
2022-07-26,ORD002224,นางสาววรรณา พิพัฒน์วงศ์,2,2,69,0
2022-07-25,ORD002120,นางสาวอภิชาติ วงศ์สุนทร,2,9,11.5,0
2022-07-25,ORD002131,นางสาวอภิชาติ วงศ์สุนทร,2,5,8.05,0
